2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
1,2,3,4,5,4,8,5,2,7
3,6,7,3,2,8,0,6,3,7
4,8,2,6,9,4,1,3,5,8
4,8,9,8,9,6,3,1,5,6
2,6,9,4,1,3,5,9,8,5
2,6,5,7,8,2,4,9,3,3
1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2
3,4,4,3,4,3,4,3,4,3
9,4,5,1,7,8,5,6,0,3
